date,verabreichte Dosen
2021-01-31,111369.0
2021-02-07,99903.0
2021-02-14,133579.0
2021-02-21,130306.0
2021-02-28,137753.0
2021-03-07,151283.0
2021-03-14,151461.0
2021-03-21,150742.0
2021-03-28,181411.0
2021-04-04,174115.0
2021-04-11,209744.0
2021-04-18,293934.0
2021-04-25,365058.0
2021-05-02,386908.0
2021-05-09,450422.0
2021-05-16,467079.0
2021-05-23,568010.0
2021-05-30,554325.0
2021-06-06,632910.0
2021-06-13,641347.0
2021-06-20,600842.0
2021-06-27,517541.0
2021-07-04,447291.0
2021-07-11,412016.0
2021-07-18,363782.0
2021-07-25,293977.0
2021-08-01,187025.0
2021-08-08,136532.0
2021-08-15,133340.0
2021-08-22,142960.0
2021-08-29,159250.0
2021-09-05,155370.0
2021-09-12,191496.0
2021-09-19,218896.0
2021-09-26,193021.0
2021-10-03,162993.0
2021-10-10,161701.0
