date,verabreichte Dosen
2021-01-31,111197.0
2021-02-07,99728.0
2021-02-14,133427.0
2021-02-21,130136.0
2021-02-28,137608.0
2021-03-07,151124.0
2021-03-14,151323.0
2021-03-21,150539.0
2021-03-28,181126.0
2021-04-04,173740.0
2021-04-11,209533.0
2021-04-18,293575.0
2021-04-25,364540.0
2021-05-02,386315.0
2021-05-09,450014.0
2021-05-16,466943.0
2021-05-23,567384.0
2021-05-30,553954.0
2021-06-06,632556.0
2021-06-13,640764.0
2021-06-20,600602.0
2021-06-27,516246.0
2021-07-04,446891.0
2021-07-11,411684.0
2021-07-18,363485.0
2021-07-25,293601.0
2021-08-01,186811.0
2021-08-08,136103.0
2021-08-15,132677.0
2021-08-22,141905.0
2021-08-29,157779.0
2021-09-05,101103.0
