Kanton ^aktualisiert^,zweifach Geimpfte,einfach Geimpfte,Bevölkerung
BS ^10.10.2021^,64.37,4.11,195844.0
TI ^10.10.2021^,63.63,4.16,351491.0
ZH ^10.10.2021^,63.61,3.58,1539275.0
ZG ^10.10.2021^,63.11,2.63,127642.0
VD ^10.10.2021^,62.64,4.38,805098.0
BL ^10.10.2021^,62.63,4.57,289468.0
FR ^10.10.2021^,61.82,4.11,321783.0
SH ^10.10.2021^,61.2,4.21,82348.0
GR ^10.10.2021^,60.97,5.62,199021.0
BE ^10.10.2021^,60.95,4.42,1039474.0
SO ^10.10.2021^,60.67,4.84,275247.0
CH ^10.10.2021^,60.51,4.64,8606033.0
GE ^10.10.2021^,60.28,5.65,504128.0
AG ^10.10.2021^,60.17,3.95,685845.0
NW ^10.10.2021^,58.82,5.17,43087.0
LU ^10.10.2021^,58.66,5.26,413120.0
VS ^10.10.2021^,57.87,7.58,345525.0
UR ^10.10.2021^,57.13,4.51,36703.0
NE ^10.10.2021^,56.84,11.66,176496.0
JU ^10.10.2021^,55.08,7.47,73584.0
SG ^10.10.2021^,54.87,4.05,510734.0
TG ^10.10.2021^,54.22,4.88,279547.0
GL ^10.10.2021^,54.0,5.41,40590.0
AR ^10.10.2021^,53.21,4.23,55445.0
SZ ^10.10.2021^,52.96,3.88,160480.0
AI ^10.10.2021^,49.99,3.64,16128.0
OW ^10.10.2021^,49.78,8.27,37930.0
all ^10.10.2021^,,,
neighboring_chfl ^10.10.2021^,,,
unknown ^10.10.2021^,,,
