Kanton ^aktualisiert^,zweifach Geimpfte,einfach Geimpfte,Bevölkerung
BS ^16.12.2021^,70.18,1.66,196735.0
TI ^16.12.2021^,69.93,1.77,350986.0
NE ^16.12.2021^,69.52,3.09,175894.0
ZH ^16.12.2021^,68.88,1.34,1553423.0
BL ^16.12.2021^,68.62,1.83,290969.0
VD ^16.12.2021^,68.42,1.14,814762.0
BE ^16.12.2021^,67.74,1.4,1043132.0
FR ^16.12.2021^,67.45,1.44,325496.0
GR ^16.12.2021^,67.42,2.28,200096.0
GE ^16.12.2021^,67.34,2.14,506343.0
SO ^16.12.2021^,67.16,1.61,277462.0
ZG ^16.12.2021^,67.13,1.18,128794.0
SH ^16.12.2021^,66.75,1.56,83107.0
CH ^16.12.2021^,66.67,1.72,8670300.0
AG ^16.12.2021^,65.91,1.61,694072.0
NW ^16.12.2021^,65.41,1.68,43520.0
LU ^16.12.2021^,65.32,2.03,416347.0
VS ^16.12.2021^,63.72,4.56,348503.0
UR ^16.12.2021^,63.57,1.2,36819.0
JU ^16.12.2021^,62.32,3.46,73709.0
GL ^16.12.2021^,61.22,1.43,40851.0
SG ^16.12.2021^,61.0,1.36,514504.0
TG ^16.12.2021^,60.25,1.96,282909.0
AR ^16.12.2021^,59.61,1.4,55309.0
OW ^16.12.2021^,58.96,2.99,38108.0
SZ ^16.12.2021^,58.25,1.45,162157.0
AI ^16.12.2021^,55.24,0.88,16293.0
all ^16.12.2021^,,,
neighboring_chfl ^16.12.2021^,,,
unknown ^16.12.2021^,,,
