Kanton ^aktualisiert^,zweifach Geimpfte,einfach Geimpfte,Bevölkerung
BS ^02.03.2022^,73.17,1.16,196735.0
TI ^02.03.2022^,72.19,1.19,350986.0
BL ^02.03.2022^,71.49,1.21,290969.0
NE ^02.03.2022^,71.2,2.71,175894.0
ZH ^02.03.2022^,70.98,0.68,1553423.0
BE ^02.03.2022^,70.39,0.78,1043132.0
VD ^02.03.2022^,70.16,0.83,814762.0
SO ^02.03.2022^,69.9,0.95,277462.0
GR ^02.03.2022^,69.67,1.57,200096.0
GE ^02.03.2022^,69.31,1.66,506343.0
ZG ^02.03.2022^,69.28,0.82,128794.0
FR ^02.03.2022^,69.24,0.85,325496.0
CH ^02.03.2022^,69.05,1.05,8670300.0
SH ^02.03.2022^,68.98,1.05,83107.0
AG ^02.03.2022^,68.71,0.79,694072.0
VS ^02.03.2022^,68.05,1.85,348503.0
LU ^02.03.2022^,67.65,1.49,416347.0
NW ^02.03.2022^,67.52,1.17,43520.0
OW ^02.03.2022^,66.26,4.59,38108.0
UR ^02.03.2022^,65.17,0.71,36819.0
JU ^02.03.2022^,63.86,3.11,73709.0
GL ^02.03.2022^,63.35,0.75,40851.0
SG ^02.03.2022^,63.35,0.45,514504.0
TG ^02.03.2022^,62.45,1.54,282909.0
AR ^02.03.2022^,61.71,0.8,55309.0
SZ ^02.03.2022^,60.3,0.92,162157.0
AI ^02.03.2022^,57.13,0.32,16293.0
all ^02.03.2022^,,,
neighboring_chfl ^02.03.2022^,,,
unknown ^02.03.2022^,,,
