Kanton ^aktualisiert^,zweifach Geimpfte,einfach Geimpfte,Bevölkerung
BS ^19.09.2021^,58.19,6.87,195844.0
TI ^19.09.2021^,57.83,6.27,351491.0
BL ^19.09.2021^,57.47,6.42,289468.0
ZH ^19.09.2021^,57.08,7.78,1539275.0
ZG ^19.09.2021^,55.97,7.66,127642.0
BE ^19.09.2021^,55.8,6.78,1039474.0
SH ^19.09.2021^,55.3,7.64,82348.0
SO ^19.09.2021^,54.43,7.82,275247.0
AG ^19.09.2021^,53.99,6.33,685845.0
GE ^19.09.2021^,53.88,8.35,504128.0
CH ^19.09.2021^,53.61,8.21,8606033.0
NE ^19.09.2021^,53.23,11.26,176496.0
GR ^19.09.2021^,52.33,10.21,199021.0
VD ^19.09.2021^,51.97,11.99,805098.0
LU ^19.09.2021^,51.53,6.83,413120.0
FR ^19.09.2021^,51.23,11.27,321783.0
VS ^19.09.2021^,50.74,9.96,345525.0
JU ^19.09.2021^,50.71,8.89,73584.0
TG ^19.09.2021^,48.05,7.97,279547.0
NW ^19.09.2021^,47.95,8.84,43087.0
SZ ^19.09.2021^,47.61,6.19,160480.0
UR ^19.09.2021^,47.54,8.75,36703.0
SG ^19.09.2021^,46.9,8.95,510734.0
GL ^19.09.2021^,46.18,9.48,40590.0
AR ^19.09.2021^,45.84,8.31,55445.0
OW ^19.09.2021^,44.13,6.02,37930.0
AI ^19.09.2021^,42.27,6.52,16128.0
all ^19.09.2021^,,,
neighboring_chfl ^19.09.2021^,,,
unknown ^19.09.2021^,,,
