Kanton ^aktualisiert^,zweifach Geimpfte,einfach Geimpfte,Bevölkerung
BS ^21.02.2022^,72.83,1.4,196735.0
TI ^21.02.2022^,72.11,1.24,350986.0
BL ^21.02.2022^,71.34,1.33,290969.0
NE ^21.02.2022^,71.11,2.77,175894.0
ZH ^21.02.2022^,70.77,0.85,1553423.0
BE ^21.02.2022^,70.23,0.89,1043132.0
VD ^21.02.2022^,69.98,0.87,814762.0
SO ^21.02.2022^,69.76,1.05,277462.0
GR ^21.02.2022^,69.6,1.61,200096.0
FR ^21.02.2022^,69.14,0.91,325496.0
GE ^21.02.2022^,69.13,1.8,506343.0
ZG ^21.02.2022^,69.03,1.03,128794.0
SH ^21.02.2022^,68.87,1.13,83107.0
CH ^21.02.2022^,68.83,1.25,8670300.0
AG ^21.02.2022^,68.57,0.91,694072.0
LU ^21.02.2022^,67.57,1.54,416347.0
NW ^21.02.2022^,67.47,1.2,43520.0
VS ^21.02.2022^,66.31,4.26,348503.0
OW ^21.02.2022^,66.23,4.6,38108.0
UR ^21.02.2022^,65.11,0.76,36819.0
JU ^21.02.2022^,63.84,3.12,73709.0
SG ^21.02.2022^,63.28,0.51,514504.0
GL ^21.02.2022^,63.22,0.88,40851.0
TG ^21.02.2022^,62.36,1.61,282909.0
AR ^21.02.2022^,61.64,0.83,55309.0
SZ ^21.02.2022^,60.17,1.02,162157.0
AI ^21.02.2022^,57.04,0.41,16293.0
all ^21.02.2022^,,,
neighboring_chfl ^21.02.2022^,,,
unknown ^21.02.2022^,,,
