Kanton ^aktualisiert^,zweifach Geimpfte,einfach Geimpfte,Bevölkerung
BS ^13.06.2022^,73.43,1.05,196735.0
TI ^13.06.2022^,72.38,1.12,350986.0
BL ^13.06.2022^,71.66,1.16,290969.0
NE ^13.06.2022^,71.37,2.65,175894.0
ZH ^13.06.2022^,71.16,0.67,1553423.0
BE ^13.06.2022^,70.54,0.76,1043132.0
VD ^13.06.2022^,70.38,0.77,814762.0
SO ^13.06.2022^,70.04,0.91,277462.0
GR ^13.06.2022^,69.84,1.51,200096.0
ZG ^13.06.2022^,69.55,0.74,128794.0
GE ^13.06.2022^,69.54,1.6,506343.0
FR ^13.06.2022^,69.4,0.85,325496.0
CH ^13.06.2022^,69.21,0.99,8670300.0
SH ^13.06.2022^,69.13,0.98,83107.0
AG ^13.06.2022^,68.9,0.73,694072.0
VS ^13.06.2022^,68.25,1.76,348503.0
LU ^13.06.2022^,67.81,1.42,416347.0
NW ^13.06.2022^,67.47,1.06,43520.0
UR ^13.06.2022^,65.31,0.7,36819.0
JU ^13.06.2022^,64.38,2.78,73709.0
SG ^13.06.2022^,63.55,0.39,514504.0
GL ^13.06.2022^,63.54,0.67,40851.0
TG ^13.06.2022^,62.62,1.48,282909.0
AR ^13.06.2022^,61.83,0.77,55309.0
OW ^13.06.2022^,61.49,2.19,38108.0
SZ ^13.06.2022^,60.46,0.88,162157.0
AI ^13.06.2022^,57.2,0.33,16293.0
all ^13.06.2022^,,,
neighboring_chfl ^13.06.2022^,,,
unknown ^13.06.2022^,,,
