date,verabreichte Dosen
2021-01-31,111360.0
2021-02-07,99900.0
2021-02-14,133577.0
2021-02-21,130296.0
2021-02-28,137739.0
2021-03-07,151277.0
2021-03-14,151458.0
2021-03-21,150736.0
2021-03-28,181406.0
2021-04-04,174106.0
2021-04-11,209738.0
2021-04-18,293927.0
2021-04-25,365056.0
2021-05-02,386893.0
2021-05-09,450305.0
2021-05-16,467075.0
2021-05-23,568009.0
2021-05-30,554315.0
2021-06-06,632906.0
2021-06-13,641218.0
2021-06-20,600834.0
2021-06-27,517534.0
2021-07-04,447258.0
2021-07-11,412004.0
2021-07-18,363778.0
2021-07-25,293971.0
2021-08-01,187021.0
2021-08-08,136524.0
2021-08-15,133329.0
2021-08-22,142942.0
2021-08-29,159218.0
2021-09-05,155316.0
2021-09-12,191406.0
2021-09-19,218726.0
2021-09-26,193001.0
2021-10-03,162966.0
2021-10-10,161513.0
