Kanton ^aktualisiert^,zweifach Geimpfte,einfach Geimpfte,Bevölkerung
BS ^05.09.2021^,56.62,5.63,195844.0
TI ^05.09.2021^,56.15,4.85,351491.0
BL ^05.09.2021^,56.04,5.32,289468.0
ZH ^05.09.2021^,55.92,5.77,1539275.0
ZG ^05.09.2021^,54.21,6.57,127642.0
BE ^05.09.2021^,54.13,5.69,1039474.0
SH ^05.09.2021^,53.91,6.18,82348.0
SO ^05.09.2021^,52.86,5.28,275247.0
AG ^05.09.2021^,52.32,4.65,685845.0
GE ^05.09.2021^,52.28,6.46,504128.0
CH ^05.09.2021^,52.16,6.5,8606033.0
NE ^05.09.2021^,51.65,9.56,176496.0
GR ^05.09.2021^,50.86,7.58,199021.0
VD ^05.09.2021^,50.73,9.93,805098.0
FR ^05.09.2021^,49.58,9.24,321783.0
LU ^05.09.2021^,49.52,5.9,413120.0
VS ^05.09.2021^,49.19,8.7,345525.0
JU ^05.09.2021^,48.81,7.27,73584.0
NW ^05.09.2021^,46.97,6.35,43087.0
TG ^05.09.2021^,46.87,5.64,279547.0
SZ ^05.09.2021^,46.48,4.61,160480.0
UR ^05.09.2021^,46.39,6.57,36703.0
SG ^05.09.2021^,45.76,7.23,510734.0
AR ^05.09.2021^,44.85,5.86,55445.0
GL ^05.09.2021^,44.24,7.69,40590.0
OW ^05.09.2021^,43.9,5.35,37930.0
AI ^05.09.2021^,41.47,4.59,16128.0
all ^05.09.2021^,,,
neighboring_chfl ^05.09.2021^,,,
unknown ^05.09.2021^,,,
