date,verabreichte Dosen
2021-01-31,111232.0
2021-02-07,99676.0
2021-02-14,133427.0
2021-02-21,130117.0
2021-02-28,137527.0
2021-03-07,151168.0
2021-03-14,151281.0
2021-03-21,150529.0
2021-03-28,181148.0
2021-04-04,173708.0
2021-04-11,209538.0
2021-04-18,293681.0
2021-04-25,364537.0
2021-05-02,386325.0
2021-05-09,449912.0
2021-05-16,467304.0
2021-05-23,567482.0
2021-05-30,553563.0
2021-06-06,631645.0
2021-06-13,640581.0
2021-06-20,600462.0
2021-06-27,516121.0
2021-07-04,446322.0
2021-07-11,410770.0
2021-07-18,362884.0
2021-07-25,292971.0
2021-08-01,186183.0
2021-08-08,135237.0
2021-08-15,131611.0
2021-08-22,137500.0
