Kanton ^aktualisiert^,zweifach Geimpfte,einfach Geimpfte,Bevölkerung
BL ^26.07.2021^,51.21,5.5,289468.0
ZH ^26.07.2021^,51.12,6.33,1539275.0
TI ^26.07.2021^,50.52,5.41,351491.0
BS ^26.07.2021^,49.99,7.21,195844.0
SH ^26.07.2021^,49.95,5.35,82348.0
SO ^26.07.2021^,49.03,4.38,275247.0
BE ^26.07.2021^,48.75,6.09,1039474.0
ZG ^26.07.2021^,48.59,6.58,127642.0
GE ^26.07.2021^,47.26,6.13,504128.0
CH ^26.07.2021^,47.15,6.53,8606033.0
AG ^26.07.2021^,47.09,4.31,685845.0
NE ^26.07.2021^,45.71,9.38,176496.0
GR ^26.07.2021^,45.63,6.61,199021.0
VD ^26.07.2021^,44.71,11.06,805098.0
FR ^26.07.2021^,44.28,8.34,321783.0
UR ^26.07.2021^,44.2,3.73,36703.0
VS ^26.07.2021^,44.2,8.22,345525.0
JU ^26.07.2021^,44.11,5.48,73584.0
LU ^26.07.2021^,44.06,5.98,413120.0
TG ^26.07.2021^,43.82,4.25,279547.0
SZ ^26.07.2021^,43.15,3.59,160480.0
SG ^26.07.2021^,42.07,6.38,510734.0
GL ^26.07.2021^,41.01,5.65,40590.0
AR ^26.07.2021^,40.93,5.92,55445.0
NW ^26.07.2021^,39.84,8.31,43087.0
AI ^26.07.2021^,38.98,3.12,16128.0
OW ^26.07.2021^,37.74,6.4,37930.0
all ^26.07.2021^,,,
neighboring_chfl ^26.07.2021^,,,
unknown ^26.07.2021^,,,
