Kanton ^aktualisiert^,zweifach Geimpfte,einfach Geimpfte,Bevölkerung
BL ^30.05.2021^,25.857089557394946,12.192712147802174,289468
SH ^30.05.2021^,25.669111575265944,11.533977752950891,82348
TI ^30.05.2021^,24.714430810461717,14.607486393677222,351491
GE ^30.05.2021^,23.76023549574711,15.708510537006475,504128
OW ^30.05.2021^,23.306090166095437,7.081465858159768,37930
NE ^30.05.2021^,23.11837095458254,9.505031275496329,176496
GR ^30.05.2021^,22.962400952663288,12.01330512860452,199021
UR ^30.05.2021^,22.006375500640274,14.625507451706946,36703
BE ^30.05.2021^,21.904347775894347,16.436870955887304,1039474
BS ^30.05.2021^,21.725965564428833,18.19917893833868,195844
AI ^30.05.2021^,21.242559523809522,11.576140873015873,16128
AG ^30.05.2021^,21.0519869649848,12.657962075979267,685845
ZG ^30.05.2021^,20.987605960420552,14.516381755221635,127642
SO ^30.05.2021^,20.80131663560366,13.589612239188801,275247
VS ^30.05.2021^,20.437016134867232,12.725562549743143,345525
CH ^30.05.2021^,20.237779706398985,15.330082977836595,8606033
NW ^30.05.2021^,20.214914011186668,15.067189639566458,43087
AR ^30.05.2021^,19.504012985841825,14.756966363062492,55445
LU ^30.05.2021^,19.38831332300542,15.653321068938808,413120
JU ^30.05.2021^,19.20662100456621,17.41411176342683,73584
GL ^30.05.2021^,19.076127124907615,15.86351318058635,40590
TG ^30.05.2021^,18.673425220088212,16.0978297030553,279547
VD ^30.05.2021^,18.44558053802146,18.52668867640958,805098
SG ^30.05.2021^,18.19440256571914,15.530001918807052,510734
SZ ^30.05.2021^,17.752367896311068,15.723454636091724,160480
ZH ^30.05.2021^,17.265790713160417,16.702668464049633,1539275
FR ^30.05.2021^,16.63232675436552,14.220452913920251,321783
