Kanton ^aktualisiert^,zweifach Geimpfte,einfach Geimpfte,Bevölkerung
ZH ^26.08.2021^,55.33,4.93,1539275.0
BS ^26.08.2021^,55.32,4.77,195844.0
BL ^26.08.2021^,55.26,4.69,289468.0
TI ^26.08.2021^,54.91,4.72,351491.0
ZG ^26.08.2021^,53.36,5.64,127642.0
BE ^26.08.2021^,53.36,5.34,1039474.0
SH ^26.08.2021^,53.25,5.06,82348.0
SO ^26.08.2021^,52.21,4.35,275247.0
AG ^26.08.2021^,51.34,3.87,685845.0
CH ^26.08.2021^,51.31,5.81,8606033.0
GE ^26.08.2021^,51.11,6.36,504128.0
NE ^26.08.2021^,50.6,8.95,176496.0
GR ^26.08.2021^,50.11,6.36,199021.0
VD ^26.08.2021^,49.81,9.53,805098.0
LU ^26.08.2021^,48.8,5.17,413120.0
FR ^26.08.2021^,48.41,8.14,321783.0
VS ^26.08.2021^,48.3,8.18,345525.0
JU ^26.08.2021^,47.89,6.06,73584.0
NW ^26.08.2021^,46.49,4.94,43087.0
TG ^26.08.2021^,46.28,4.65,279547.0
UR ^26.08.2021^,45.86,4.88,36703.0
SZ ^26.08.2021^,45.82,3.91,160480.0
SG ^26.08.2021^,44.71,6.12,510734.0
AR ^26.08.2021^,44.57,5.09,55445.0
GL ^26.08.2021^,44.07,5.95,40590.0
OW ^26.08.2021^,42.57,4.39,37930.0
AI ^26.08.2021^,40.96,4.03,16128.0
all ^26.08.2021^,,,
neighboring_chfl ^26.08.2021^,,,
unknown ^26.08.2021^,,,
