date,verabreichte Dosen
2021-01-31,111347.0
2021-02-07,99814.0
2021-02-14,133519.0
2021-02-21,130225.0
2021-02-28,137679.0
2021-03-07,151228.0
2021-03-14,151376.0
2021-03-21,150650.0
2021-03-28,181317.0
2021-04-04,173996.0
2021-04-11,209674.0
2021-04-18,293874.0
2021-04-25,364995.0
2021-05-02,386801.0
2021-05-09,450115.0
2021-05-16,467028.0
2021-05-23,567911.0
2021-05-30,554249.0
2021-06-06,632816.0
2021-06-13,641081.0
2021-06-20,600705.0
2021-06-27,516349.0
2021-07-04,447080.0
2021-07-11,411876.0
2021-07-18,363623.0
2021-07-25,293707.0
2021-08-01,186926.0
2021-08-08,136350.0
2021-08-15,133081.0
2021-08-22,142513.0
2021-08-29,158203.0
2021-09-05,153128.0
2021-09-12,188984.0
2021-09-19,213688.0
