Kanton ^aktualisiert^,zweifach Geimpfte,einfach Geimpfte,Bevölkerung
BS ^05.12.2021^,69.51,1.66,196735.0
TI ^05.12.2021^,69.37,1.45,350986.0
NE ^05.12.2021^,68.95,3.2,175894.0
ZH ^05.12.2021^,68.29,1.0,1553423.0
BL ^05.12.2021^,68.0,1.68,290969.0
VD ^05.12.2021^,67.87,1.15,814762.0
BE ^05.12.2021^,67.14,1.32,1043132.0
FR ^05.12.2021^,66.98,1.21,325496.0
GR ^05.12.2021^,66.81,2.14,200096.0
GE ^05.12.2021^,66.7,2.3,506343.0
ZG ^05.12.2021^,66.61,1.22,128794.0
SO ^05.12.2021^,66.45,1.57,277462.0
SH ^05.12.2021^,66.13,1.55,83107.0
CH ^05.12.2021^,66.06,1.6,8670300.0
AG ^05.12.2021^,65.15,1.53,694072.0
LU ^05.12.2021^,64.69,1.84,416347.0
NW ^05.12.2021^,64.68,1.62,43520.0
VS ^05.12.2021^,63.25,4.43,348503.0
UR ^05.12.2021^,62.99,1.24,36819.0
JU ^05.12.2021^,61.63,3.36,73709.0
GL ^05.12.2021^,60.55,1.32,40851.0
SG ^05.12.2021^,60.26,1.26,514504.0
TG ^05.12.2021^,59.59,1.79,282909.0
AR ^05.12.2021^,58.97,1.4,55309.0
OW ^05.12.2021^,57.74,3.31,38108.0
SZ ^05.12.2021^,57.71,1.4,162157.0
AI ^05.12.2021^,54.51,0.97,16293.0
all ^05.12.2021^,,,
neighboring_chfl ^05.12.2021^,,,
unknown ^05.12.2021^,,,
