date,verabreichte Dosen
2021-01-31,111354.0
2021-02-07,99862.0
2021-02-14,133545.0
2021-02-21,130267.0
2021-02-28,137705.0
2021-03-07,151259.0
2021-03-14,151430.0
2021-03-21,150696.0
2021-03-28,181357.0
2021-04-04,174061.0
2021-04-11,209735.0
2021-04-18,293927.0
2021-04-25,365041.0
2021-05-02,386864.0
2021-05-09,450254.0
2021-05-16,467087.0
2021-05-23,568018.0
2021-05-30,554317.0
2021-06-06,632886.0
2021-06-13,641174.0
2021-06-20,600786.0
2021-06-27,517461.0
2021-07-04,447190.0
2021-07-11,411961.0
2021-07-18,363732.0
2021-07-25,293871.0
2021-08-01,186971.0
2021-08-08,136465.0
2021-08-15,133233.0
2021-08-22,142791.0
2021-08-29,158908.0
2021-09-05,154337.0
2021-09-12,190333.0
2021-09-19,217613.0
2021-09-26,190827.0
