Kanton ^aktualisiert^,zweifach Geimpfte,einfach Geimpfte,Bevölkerung
BS ^27.02.2022^,73.14,1.18,196735.0
TI ^27.02.2022^,72.18,1.2,350986.0
BL ^27.02.2022^,71.47,1.23,290969.0
NE ^27.02.2022^,71.19,2.72,175894.0
ZH ^27.02.2022^,70.9,0.75,1553423.0
BE ^27.02.2022^,70.36,0.81,1043132.0
VD ^27.02.2022^,70.12,0.86,814762.0
SO ^27.02.2022^,69.86,0.98,277462.0
GR ^27.02.2022^,69.66,1.58,200096.0
GE ^27.02.2022^,69.27,1.7,506343.0
FR ^27.02.2022^,69.23,0.86,325496.0
ZG ^27.02.2022^,69.21,0.9,128794.0
CH ^27.02.2022^,69.01,1.08,8670300.0
SH ^27.02.2022^,68.96,1.06,83107.0
AG ^27.02.2022^,68.69,0.8,694072.0
VS ^27.02.2022^,68.0,1.89,348503.0
LU ^27.02.2022^,67.62,1.51,416347.0
NW ^27.02.2022^,67.52,1.17,43520.0
OW ^27.02.2022^,66.26,4.59,38108.0
UR ^27.02.2022^,65.16,0.72,36819.0
JU ^27.02.2022^,63.86,3.11,73709.0
SG ^27.02.2022^,63.34,0.46,514504.0
GL ^27.02.2022^,63.28,0.82,40851.0
TG ^27.02.2022^,62.43,1.56,282909.0
AR ^27.02.2022^,61.7,0.8,55309.0
SZ ^27.02.2022^,60.28,0.93,162157.0
AI ^27.02.2022^,57.12,0.33,16293.0
all ^27.02.2022^,,,
neighboring_chfl ^27.02.2022^,,,
unknown ^27.02.2022^,,,
