Kanton ^aktualisiert^,zweifach Geimpfte,einfach Geimpfte,Bevölkerung
BS ^21.12.2021^,70.38,1.68,196735.0
TI ^21.12.2021^,70.22,1.79,350986.0
NE ^21.12.2021^,69.54,3.07,175894.0
ZH ^21.12.2021^,69.06,1.35,1553423.0
BL ^21.12.2021^,68.82,1.85,290969.0
VD ^21.12.2021^,68.63,1.13,814762.0
BE ^21.12.2021^,67.98,1.42,1043132.0
FR ^21.12.2021^,67.67,1.4,325496.0
GR ^21.12.2021^,67.65,2.33,200096.0
GE ^21.12.2021^,67.58,2.05,506343.0
SO ^21.12.2021^,67.39,1.63,277462.0
ZG ^21.12.2021^,67.37,1.17,128794.0
CH ^21.12.2021^,66.92,1.72,8670300.0
SH ^21.12.2021^,66.92,1.65,83107.0
AG ^21.12.2021^,66.22,1.56,694072.0
NW ^21.12.2021^,65.91,1.7,43520.0
LU ^21.12.2021^,65.56,2.02,416347.0
OW ^21.12.2021^,65.49,4.3,38108.0
VS ^21.12.2021^,63.91,4.53,348503.0
UR ^21.12.2021^,63.68,1.25,36819.0
JU ^21.12.2021^,62.44,3.58,73709.0
GL ^21.12.2021^,61.36,1.61,40851.0
SG ^21.12.2021^,61.29,1.28,514504.0
TG ^21.12.2021^,60.46,2.01,282909.0
AR ^21.12.2021^,59.75,1.51,55309.0
SZ ^21.12.2021^,58.49,1.46,162157.0
AI ^21.12.2021^,55.45,0.87,16293.0
all ^21.12.2021^,,,
neighboring_chfl ^21.12.2021^,,,
unknown ^21.12.2021^,,,
