Kanton ^aktualisiert^,zweifach Geimpfte,einfach Geimpfte,Bevölkerung
UR ^02.05.2021^,14.320355284309185,7.803176852028444,36703
GE ^02.05.2021^,13.446584994287164,11.10928176970928,504128
GL ^02.05.2021^,13.3210150283321,6.937669376693767,40590
NE ^02.05.2021^,13.213330613724958,11.331701568307496,176496
AI ^02.05.2021^,13.213045634920634,8.203125,16128
BL ^02.05.2021^,12.923708320090649,13.906891262592067,289468
TI ^02.05.2021^,12.893929005294588,12.592925565661709,351491
AR ^02.05.2021^,12.686446027594913,7.383893948958427,55445
GR ^02.05.2021^,12.673034503896574,10.828003075052381,199021
ZG ^02.05.2021^,12.64944140643362,9.14589241785619,127642
SO ^02.05.2021^,12.420843823910888,9.100190011153618,275247
OW ^02.05.2021^,12.378064856314264,4.932770893751648,37930
NW ^02.05.2021^,12.356395200408476,7.809780212128949,43087
SH ^02.05.2021^,12.27230776703745,14.041628211978432,82348
AG ^02.05.2021^,11.888254634793576,10.036378482018533,685845
VS ^02.05.2021^,11.76470588235294,8.423413645901165,345525
SG ^02.05.2021^,11.5719728860816,10.848895902759557,510734
VD ^02.05.2021^,11.393271378142785,9.338117844038862,805098
TG ^02.05.2021^,11.239254937452378,9.02102329840778,279547
BE ^02.05.2021^,11.154583953037786,11.352472500514683,1039474
JU ^02.05.2021^,11.071700369645574,8.898673624701022,73584
CH ^02.05.2021^,11.038698085401252,10.364705782559746,8606033
BS ^02.05.2021^,10.987827046016218,11.169604378995528,195844
LU ^02.05.2021^,10.758133230054222,8.9538148721921,413120
SZ ^02.05.2021^,10.680458624127617,7.720588235294118,160480
FR ^02.05.2021^,9.846697929971441,8.52966129348039,321783
ZH ^02.05.2021^,7.622289714313557,10.933393967939452,1539275
