date,verabreichte Dosen
2021-01-31,111344.0
2021-02-07,99810.0
2021-02-14,133516.0
2021-02-21,130218.0
2021-02-28,137673.0
2021-03-07,151222.0
2021-03-14,151374.0
2021-03-21,150643.0
2021-03-28,181312.0
2021-04-04,173987.0
2021-04-11,209669.0
2021-04-18,293870.0
2021-04-25,364993.0
2021-05-02,386798.0
2021-05-09,450113.0
2021-05-16,467027.0
2021-05-23,567896.0
2021-05-30,554239.0
2021-06-06,632815.0
2021-06-13,641074.0
2021-06-20,600699.0
2021-06-27,516331.0
2021-07-04,447061.0
2021-07-11,411873.0
2021-07-18,363618.0
2021-07-25,293705.0
2021-08-01,186906.0
2021-08-08,136344.0
2021-08-15,133065.0
2021-08-22,142471.0
2021-08-29,158155.0
2021-09-05,153041.0
2021-09-12,188935.0
2021-09-19,213508.0
