Kanton ^aktualisiert^,zweifach Geimpfte,einfach Geimpfte,Bevölkerung
BS ^30.01.2022^,71.97,2.05,196735.0
TI ^30.01.2022^,71.59,1.6,350986.0
NE ^30.01.2022^,70.67,3.05,175894.0
ZH ^30.01.2022^,70.38,1.59,1553423.0
BL ^30.01.2022^,70.34,2.18,290969.0
VD ^30.01.2022^,69.63,1.07,814762.0
BE ^30.01.2022^,69.42,1.56,1043132.0
GR ^30.01.2022^,69.17,1.96,200096.0
SO ^30.01.2022^,68.96,1.71,277462.0
FR ^30.01.2022^,68.85,1.12,325496.0
GE ^30.01.2022^,68.66,2.09,506343.0
ZG ^30.01.2022^,68.5,1.48,128794.0
SH ^30.01.2022^,68.31,1.55,83107.0
CH ^30.01.2022^,68.27,1.73,8670300.0
AG ^30.01.2022^,67.87,1.51,694072.0
NW ^30.01.2022^,67.07,1.51,43520.0
LU ^30.01.2022^,66.94,2.04,416347.0
OW ^30.01.2022^,66.17,4.65,38108.0
VS ^30.01.2022^,65.42,4.22,348503.0
UR ^30.01.2022^,64.79,0.99,36819.0
JU ^30.01.2022^,63.8,3.14,73709.0
GL ^30.01.2022^,62.91,1.1,40851.0
SG ^30.01.2022^,62.78,0.9,514504.0
TG ^30.01.2022^,61.76,2.09,282909.0
AR ^30.01.2022^,61.24,1.17,55309.0
SZ ^30.01.2022^,59.7,1.42,162157.0
AI ^30.01.2022^,56.61,0.74,16293.0
all ^30.01.2022^,,,
neighboring_chfl ^30.01.2022^,,,
unknown ^30.01.2022^,,,
