Kanton ^aktualisiert^,zweifach Geimpfte,einfach Geimpfte,Bevölkerung
UR ^11.04.2021^,10.184453586900254,5.048633626679018,36703
OW ^11.04.2021^,9.978908515686792,1.874505668336409,37930
SH ^11.04.2021^,9.39792101811823,5.163452664302715,82348
GE ^11.04.2021^,9.042148025898184,6.139115462739621,504128
GR ^11.04.2021^,8.978449510353178,5.101974163530482,199021
NE ^11.04.2021^,8.967908621158553,6.935567944882603,176496
BL ^11.04.2021^,8.702516340320866,5.936062017217793,289468
JU ^11.04.2021^,8.666286149162863,4.034844531419874,73584
SG ^11.04.2021^,8.559837410471987,5.895632560197677,510734
AG ^11.04.2021^,8.491422989159359,5.232523383563342,685845
VS ^11.04.2021^,8.453802185080676,4.461326966210839,345525
VD ^11.04.2021^,8.443319943659034,4.41225788661753,805098
FR ^11.04.2021^,8.425553867047048,3.99896824878878,321783
ZG ^11.04.2021^,8.250419141035083,6.69842214944924,127642
BS ^11.04.2021^,8.149343354915137,5.317497600130716,195844
AI ^11.04.2021^,8.147321428571429,6.919642857142858,16128
NW ^11.04.2021^,8.08132383317474,3.4859702462459676,43087
GL ^11.04.2021^,8.063562453806357,4.956885932495688,40590
CH ^11.04.2021^,7.974034029383806,5.056998968049506,8606033
SO ^11.04.2021^,7.925971945198312,5.696701508099998,275247
SZ ^11.04.2021^,7.902542372881356,3.7456380857427716,160480
TI ^11.04.2021^,7.870187287867967,6.8024501338583345,351491
BE ^11.04.2021^,7.6967774085739515,5.231973094084124,1039474
LU ^11.04.2021^,7.5844790859798605,4.931254841208366,413120
TG ^11.04.2021^,7.351894314730618,6.125982392942868,279547
AR ^11.04.2021^,7.08990891874831,8.46965461267923,55445
ZH ^11.04.2021^,6.583553945851131,3.8536323918727975,1539275
