Kanton ^aktualisiert^,zweifach Geimpfte,einfach Geimpfte,Bevölkerung
BS ^11.07.2021^,46.15,12.24,195844
GE ^11.07.2021^,45.44,10.96,504128
SH ^11.07.2021^,44.91,10.31,82348
TI ^11.07.2021^,44.45,11.62,351491
ZH ^11.07.2021^,43.54,13.48,1539275
BE ^11.07.2021^,43.43,10.24,1039474
SO ^11.07.2021^,43.17,9.37,275247
BL ^11.07.2021^,43.02,11.21,289468
ZG ^11.07.2021^,42.91,11.02,127642
UR ^11.07.2021^,42.35,4.54,36703
TG ^11.07.2021^,41.84,4.74,279547
CH ^11.07.2021^,41.71,11.09,8606033
AG ^11.07.2021^,41.39,8.63,685845
VD ^11.07.2021^,40.89,14.19,805098
GR ^11.07.2021^,40.43,10.16,199021
JU ^11.07.2021^,40.33,6.94,73584
LU ^11.07.2021^,40.3,9.9,413120
NW ^11.07.2021^,39.76,10.43,43087
AR ^11.07.2021^,38.8,8.48,55445
NE ^11.07.2021^,38.66,14.09,176496
SZ ^11.07.2021^,38.22,6.52,160480
AI ^11.07.2021^,38.21,4.25,16128
SG ^11.07.2021^,37.94,9.79,510734
VS ^11.07.2021^,37.91,11.09,345525
OW ^11.07.2021^,37.42,6.3,37930
GL ^11.07.2021^,36.45,9.27,40590
FR ^11.07.2021^,33.22,14.01,321783
