Kanton ^aktualisiert^,zweifach Geimpfte,einfach Geimpfte,Bevölkerung
BS ^23.02.2022^,73.03,1.23,196735.0
TI ^23.02.2022^,72.13,1.23,350986.0
BL ^23.02.2022^,71.39,1.28,290969.0
NE ^23.02.2022^,71.12,2.76,175894.0
ZH ^23.02.2022^,70.83,0.8,1553423.0
BE ^23.02.2022^,70.26,0.86,1043132.0
VD ^23.02.2022^,70.0,0.86,814762.0
SO ^23.02.2022^,69.81,1.01,277462.0
GR ^23.02.2022^,69.62,1.61,200096.0
GE ^23.02.2022^,69.18,1.76,506343.0
FR ^23.02.2022^,69.16,0.89,325496.0
ZG ^23.02.2022^,69.08,1.0,128794.0
SH ^23.02.2022^,68.89,1.11,83107.0
CH ^23.02.2022^,68.87,1.21,8670300.0
AG ^23.02.2022^,68.61,0.87,694072.0
LU ^23.02.2022^,67.6,1.51,416347.0
NW ^23.02.2022^,67.5,1.18,43520.0
VS ^23.02.2022^,66.36,4.22,348503.0
OW ^23.02.2022^,66.26,4.59,38108.0
UR ^23.02.2022^,65.16,0.72,36819.0
JU ^23.02.2022^,63.84,3.12,73709.0
SG ^23.02.2022^,63.31,0.49,514504.0
GL ^23.02.2022^,63.22,0.88,40851.0
TG ^23.02.2022^,62.39,1.58,282909.0
AR ^23.02.2022^,61.65,0.82,55309.0
SZ ^23.02.2022^,60.25,0.95,162157.0
AI ^23.02.2022^,57.1,0.35,16293.0
all ^23.02.2022^,,,
neighboring_chfl ^23.02.2022^,,,
unknown ^23.02.2022^,,,
