date,verabreichte Dosen
2021-01-31,111355.0
2021-02-07,99858.0
2021-02-14,133550.0
2021-02-21,130270.0
2021-02-28,137709.0
2021-03-07,151254.0
2021-03-14,151432.0
2021-03-21,150703.0
2021-03-28,181358.0
2021-04-04,174066.0
2021-04-11,209741.0
2021-04-18,293928.0
2021-04-25,365043.0
2021-05-02,386867.0
2021-05-09,450262.0
2021-05-16,467087.0
2021-05-23,568020.0
2021-05-30,554322.0
2021-06-06,632888.0
2021-06-13,641181.0
2021-06-20,600790.0
2021-06-27,517467.0
2021-07-04,447194.0
2021-07-11,411971.0
2021-07-18,363733.0
2021-07-25,293897.0
2021-08-01,186975.0
2021-08-08,136468.0
2021-08-15,133250.0
2021-08-22,142796.0
2021-08-29,158965.0
2021-09-05,154464.0
2021-09-12,190422.0
2021-09-19,217626.0
2021-09-26,190901.0
2021-10-03,107852.0
