date,entries,Erstimpfungen 7-Tages-Schnitt
2021-08-23,5,48.29
2021-08-24,5,72.43
2021-08-25,23,72.14
2021-08-26,145,72.14
2021-08-27,322,73.14
2021-08-28,5,74.86
2021-08-29,0,73.0
2021-08-30,12,53.0
2021-08-31,17,8.86
2021-09-01,10,8.43
2021-09-02,5,8.43
2021-09-03,13,7.71
2021-09-04,2,7.29
2021-09-05,0,7.57
2021-09-06,7,9.29
2021-09-07,14,14.57
2021-09-08,12,16.14
2021-09-09,17,16.71
2021-09-10,50,
2021-09-11,13,
2021-09-12,4,
