date,entries,Erstimpfungen 7-Tages-Schnitt
2021-06-26,24816,27388.71
2021-06-27,5146,25109.29
2021-06-28,25796,22882.86
2021-06-29,24827,20526.14
2021-06-30,23001,18447.0
2021-07-01,19910,18097.57
2021-07-02,20187,16651.43
2021-07-03,10262,15730.71
2021-07-04,2700,14772.43
2021-07-05,15673,13884.57
2021-07-06,18382,13006.43
2021-07-07,16293,12449.86
2021-07-08,13695,12421.71
2021-07-09,14040,12107.86
2021-07-10,6366,11542.43
2021-07-11,2503,11309.0
2021-07-12,13476,11336.43
2021-07-13,14424,11382.43
2021-07-14,14659,11289.29
2021-07-15,13887,11041.43
2021-07-16,14362,10836.86
2021-07-17,5714,10610.29
2021-07-18,768,10426.14
2021-07-19,12044,10112.43
2021-07-20,12838,10007.71
2021-07-21,13370,9982.0
2021-07-22,11691,9987.86
2021-07-23,13629,10205.86
2021-07-24,5534,10025.0
2021-07-25,809,9828.43
2021-07-26,13570,9763.29
2021-07-27,11572,9635.43
2021-07-28,11994,9489.29
2021-07-29,11235,9420.86
2021-07-30,12734,8608.86
2021-07-31,4511,8256.43
2021-08-01,330,8052.86
2021-08-02,7886,7933.57
2021-08-03,9105,7776.14
2021-08-04,10569,7729.71
2021-08-05,10400,7716.43
2021-08-06,11632,7933.57
2021-08-07,4186,8070.0
2021-08-08,237,8086.86
2021-08-09,9406,8410.71
2021-08-10,10060,8649.14
2021-08-11,10687,8881.71
2021-08-12,12667,8892.43
2021-08-13,13301,8938.86
2021-08-14,5814,9092.29
2021-08-15,312,9404.0
2021-08-16,9731,9600.43
2021-08-17,11134,10071.14
2021-08-18,12869,10310.57
2021-08-19,14042,10332.57
2021-08-20,16596,10620.57
2021-08-21,7490,10873.14
2021-08-22,466,11326.0
2021-08-23,11747,11784.57
2021-08-24,12902,12325.86
2021-08-25,16039,12946.86
2021-08-26,17252,13101.29
2021-08-27,20385,13542.0
2021-08-28,11837,13916.0
2021-08-29,1547,14143.29
2021-08-30,14832,14333.57
2021-08-31,15520,14517.14
2021-09-01,17630,14511.43
2021-09-02,18584,14631.0
2021-09-03,21670,14723.43
2021-09-04,11797,14830.0
2021-09-05,2384,15479.43
2021-09-06,15479,16331.14
2021-09-07,16266,17478.57
2021-09-08,22176,18760.57
2021-09-09,24546,18980.71
2021-09-10,29702,20111.43
2021-09-11,20771,21372.29
2021-09-12,3925,22310.86
2021-09-13,23394,22435.0
2021-09-14,25092,22135.71
2021-09-15,28746,21397.29
2021-09-16,25415,21276.57
2021-09-17,27607,20493.57
2021-09-18,15602,19822.29
2021-09-19,3080,18715.0
2021-09-20,17913,17893.14
2021-09-21,20393,16602.14
2021-09-22,20995,15945.29
2021-09-23,19662,15812.43
2021-09-24,18570,14994.57
2021-09-25,11004,13948.29
2021-09-26,2150,12883.86
2021-09-27,12188,11703.29
2021-09-28,13069,10824.86
2021-09-29,13544,10251.43
2021-09-30,11398,10159.29
2021-10-01,12421,9632.43
2021-10-02,6990,9023.57
2021-10-03,1505,8548.29
2021-10-04,8500,8119.71
2021-10-05,8807,7718.43
2021-10-06,10217,7574.57
2021-10-07,8398,7492.57
2021-10-08,9612,7327.86
2021-10-09,5983,7173.14
2021-10-10,931,7008.71
2021-10-11,7347,6950.14
2021-10-12,7724,6884.29
2021-10-13,9066,6791.71
2021-10-14,7988,6731.71
2021-10-15,9151,6560.86
2021-10-16,5335,6383.57
2021-10-17,511,6101.14
2021-10-18,6151,5828.71
2021-10-19,6483,5542.29
2021-10-20,7089,5388.71
2021-10-21,6081,5381.43
2021-10-22,7146,5151.0
2021-10-23,4260,4915.14
2021-10-24,460,4721.14
2021-10-25,4538,4532.29
2021-10-26,4832,4329.86
2021-10-27,5731,4117.86
2021-10-28,4759,4085.43
2021-10-29,5729,3873.29
2021-10-30,2776,3799.43
2021-10-31,233,3695.0
2021-11-01,3053,3639.43
2021-11-02,4315,3587.71
2021-11-03,5000,3593.29
2021-11-04,4370,3586.57
2021-11-05,5367,3882.0
2021-11-06,2815,4072.29
2021-11-07,186,4307.43
2021-11-08,5121,4424.57
2021-11-09,5647,4686.0
2021-11-10,6646,4956.86
2021-11-11,5190,5036.29
2021-11-12,7197,4860.86
2021-11-13,4711,4638.0
2021-11-14,742,4377.0
2021-11-15,3893,4246.29
2021-11-16,4087,3964.43
2021-11-17,4819,3715.14
2021-11-18,4275,3659.71
2021-11-19,5224,3638.14
2021-11-20,2966,3576.0
2021-11-21,354,3563.29
2021-11-22,3742,3468.57
2021-11-23,3652,3334.0
2021-11-24,4730,3287.14
2021-11-25,3612,3286.71
2021-11-26,4282,3287.57
2021-11-27,2638,3303.14
2021-11-28,351,3287.14
2021-11-29,3748,3351.43
2021-11-30,3761,3453.86
2021-12-01,4618,3607.43
2021-12-02,4062,3679.86
2021-12-03,4999,3801.57
2021-12-04,3713,3982.71
2021-12-05,858,4055.43
2021-12-06,4600,4203.57
2021-12-07,5029,4301.71
2021-12-08,5127,4357.57
2021-12-09,5099,4375.0
2021-12-10,5686,4400.0
2021-12-11,4104,4349.29
2021-12-12,980,4340.0
2021-12-13,4775,4320.86
2021-12-14,4674,4252.86
2021-12-15,5062,4185.0
