,Stand: 21.05.2021,total,in Prozent
0,Unbekannt,20953,49.1
1,Familie,13193,30.9
2,Einreise Ausland,435,1.0
3,Arbeitsplatz,3661,8.6
4,Schule,765,1.8
5,Bekannte/Nachbarn,2021,4.7
6,Club/Bar,31,0.1
7,Veranstaltung privat,615,1.4
8,Heime,831,1.9
9,Restaurant/Lokal,24,0.1
10,Veranstaltung öffentlich,18,0.0
11,Arzt/Spital,71,0.2
12,Geschäfte und Läden,33,0.1
13,Militär/WK/Zivildienst,10,0.0
