,Stand: 20.10.2021,total,in Prozent
0,Unbekannt,26021,47.0
1,Familie,16987,30.7
2,Einreise Ausland,1845,3.3
3,Arbeitsplatz,4247,7.7
4,Schule,1895,3.4
5,Bekannte/Nachbarn,2386,4.3
6,Club/Bar,108,0.2
7,Veranstaltung privat,661,1.2
8,Heime,858,1.6
9,Restaurant/Lokal,44,0.1
10,Veranstaltung öffentlich,81,0.1
11,Arzt/Spital,108,0.2
12,Geschäfte und Läden,75,0.1
13,Militär/WK/Zivildienst,23,0.0
