,Stand: 21.01.2022,total,in Prozent
0,Unbekannt,47621,47.3
1,Familie,30500,30.3
2,Einreise Ausland,2298,2.3
3,Arbeitsplatz,5173,5.1
4,Schule,4879,4.8
5,Bekannte/Nachbarn,5972,5.9
6,Club/Bar,540,0.5
7,Veranstaltung privat,759,0.8
8,Heime,1327,1.3
9,Restaurant/Lokal,223,0.2
10,Veranstaltung öffentlich,183,0.2
11,Arzt/Spital,404,0.4
12,Geschäfte und Läden,769,0.8
13,Militär/WK/Zivildienst,73,0.1
