,Stand: 11.11.2020,total,in Prozent
0,Unbekannt,5025,59.5
1,Familie,1945,23.0
2,Einreise Ausland,281,3.3
3,Arbeitsplatz,380,4.5
4,Schule,98,1.2
5,Bekannte/Nachbarn,289,3.4
6,Club/Bar,30,0.4
7,Veranstaltung privat,227,2.7
8,Heime,136,1.6
9,Restaurant/Lokal,13,0.2
10,Veranstaltung öffentlich,10,0.1
11,Arzt/Spital,4,0.0
12,Geschäfte und Läden,3,0.0
13,Militär/WK/Zivildienst,3,0.0
