,Stand: 09.12.2021,total,in Prozent
0,Unbekannt,29905,45.6
1,Familie,20493,31.3
2,Einreise Ausland,1965,3.0
3,Arbeitsplatz,4834,7.4
4,Schule,3071,4.7
5,Bekannte/Nachbarn,2841,4.3
6,Club/Bar,159,0.2
7,Veranstaltung privat,702,1.1
8,Heime,1060,1.6
9,Restaurant/Lokal,66,0.1
10,Veranstaltung öffentlich,112,0.2
11,Arzt/Spital,161,0.2
12,Geschäfte und Läden,139,0.2
13,Militär/WK/Zivildienst,35,0.1
