,Stand: 02.08.2021,total,in Prozent
0,Unbekannt,21725,48.9
1,Familie,13796,31.0
2,Einreise Ausland,612,1.4
3,Arbeitsplatz,3755,8.4
4,Schule,805,1.8
5,Bekannte/Nachbarn,2063,4.6
6,Club/Bar,49,0.1
7,Veranstaltung privat,628,1.4
8,Heime,836,1.9
9,Restaurant/Lokal,25,0.1
10,Veranstaltung öffentlich,37,0.1
11,Arzt/Spital,75,0.2
12,Geschäfte und Läden,40,0.1
13,Militär/WK/Zivildienst,13,0.0
