,Stand: 28.10.2021,total,in Prozent
0,Unbekannt,26321,47.0
1,Familie,17176,30.7
2,Einreise Ausland,1874,3.3
3,Arbeitsplatz,4286,7.7
4,Schule,1933,3.5
5,Bekannte/Nachbarn,2417,4.3
6,Club/Bar,111,0.2
7,Veranstaltung privat,669,1.2
8,Heime,864,1.5
9,Restaurant/Lokal,46,0.1
10,Veranstaltung öffentlich,84,0.2
11,Arzt/Spital,113,0.2
12,Geschäfte und Läden,79,0.1
13,Militär/WK/Zivildienst,23,0.0
