,Stand: 12.01.2021,total,in Prozent
0,Unbekannt,13746,51.5
1,Familie,7456,28.0
2,Einreise Ausland,355,1.3
3,Arbeitsplatz,2491,9.3
4,Schule,153,0.6
5,Bekannte/Nachbarn,1446,5.4
6,Club/Bar,30,0.1
7,Veranstaltung privat,590,2.2
8,Heime,334,1.3
9,Restaurant/Lokal,15,0.1
10,Veranstaltung öffentlich,16,0.1
11,Arzt/Spital,28,0.1
12,Geschäfte und Läden,9,0.0
13,Militär/WK/Zivildienst,4,0.0
