,Stand: 28.10.2020,total,in Prozent
0,Unbekannt,2190,58.6
1,Familie,799,21.4
2,Einreise Ausland,254,6.8
3,Arbeitsplatz,220,5.9
4,Schule,48,1.3
5,Bekannte/Nachbarn,78,2.1
6,Club/Bar,30,0.8
7,Veranstaltung privat,75,2.0
8,Heime,25,0.7
9,Restaurant/Lokal,11,0.3
10,Veranstaltung öffentlich,5,0.1
11,Arzt/Spital,2,0.1
12,Geschäfte und Läden,2,0.1
13,Militär/WK/Zivildienst,1,0.0
