,Stand: 22.07.2021,total,in Prozent
0,Unbekannt,21533,49.0
1,Familie,13689,31.1
2,Einreise Ausland,503,1.1
3,Arbeitsplatz,3729,8.5
4,Schule,799,1.8
5,Bekannte/Nachbarn,2052,4.7
6,Club/Bar,34,0.1
7,Veranstaltung privat,624,1.4
8,Heime,836,1.9
9,Restaurant/Lokal,24,0.1
10,Veranstaltung öffentlich,33,0.1
11,Arzt/Spital,74,0.2
12,Geschäfte und Läden,39,0.1
13,Militär/WK/Zivildienst,13,0.0
