,Stand: 10.11.2021,total,in Prozent
0,Unbekannt,27181,46.8
1,Familie,17839,30.7
2,Einreise Ausland,1918,3.3
3,Arbeitsplatz,4401,7.6
4,Schule,2141,3.7
5,Bekannte/Nachbarn,2493,4.3
6,Club/Bar,124,0.2
7,Veranstaltung privat,684,1.2
8,Heime,880,1.5
9,Restaurant/Lokal,49,0.1
10,Veranstaltung öffentlich,89,0.2
11,Arzt/Spital,117,0.2
12,Geschäfte und Läden,92,0.2
13,Militär/WK/Zivildienst,25,0.0
