,Stand: 11.01.2021,total,in Prozent
0,Unbekannt,13540,51.3
1,Familie,7405,28.1
2,Einreise Ausland,355,1.3
3,Arbeitsplatz,2471,9.4
4,Schule,153,0.6
5,Bekannte/Nachbarn,1437,5.4
6,Club/Bar,30,0.1
7,Veranstaltung privat,590,2.2
8,Heime,332,1.3
9,Restaurant/Lokal,15,0.1
10,Veranstaltung öffentlich,16,0.1
11,Arzt/Spital,28,0.1
12,Geschäfte und Läden,9,0.0
13,Militär/WK/Zivildienst,4,0.0
