,Stand: 24.12.2021,total,in Prozent
0,Unbekannt,32751,45.6
1,Familie,22454,31.3
2,Einreise Ausland,1982,2.8
3,Arbeitsplatz,5028,7.0
4,Schule,3736,5.2
5,Bekannte/Nachbarn,3148,4.4
6,Club/Bar,180,0.3
7,Veranstaltung privat,709,1.0
8,Heime,1131,1.6
9,Restaurant/Lokal,85,0.1
10,Veranstaltung öffentlich,116,0.2
11,Arzt/Spital,193,0.3
12,Geschäfte und Läden,207,0.3
13,Militär/WK/Zivildienst,43,0.1
