,Stand: 23.02.2021,total,in Prozent
0,Unbekannt,16255,50.8
1,Familie,8997,28.1
2,Einreise Ausland,375,1.2
3,Arbeitsplatz,2892,9.0
4,Schule,345,1.1
5,Bekannte/Nachbarn,1660,5.2
6,Club/Bar,30,0.1
7,Veranstaltung privat,597,1.9
8,Heime,773,2.4
9,Restaurant/Lokal,15,0.0
10,Veranstaltung öffentlich,16,0.0
11,Arzt/Spital,34,0.1
12,Geschäfte und Läden,10,0.0
13,Militär/WK/Zivildienst,4,0.0
