,Stand: 18.02.2022,total,in Prozent
0,Unbekannt,78941,50.0
1,Familie,45774,29.0
2,Einreise Ausland,2592,1.6
3,Arbeitsplatz,5595,3.5
4,Schule,8451,5.4
5,Bekannte/Nachbarn,9817,6.2
6,Club/Bar,840,0.5
7,Veranstaltung privat,807,0.5
8,Heime,1714,1.1
9,Restaurant/Lokal,449,0.3
10,Veranstaltung öffentlich,241,0.2
11,Arzt/Spital,809,0.5
12,Geschäfte und Läden,1583,1.0
13,Militär/WK/Zivildienst,188,0.1
