,Stand: 23.12.2020,total,in Prozent
0,Unbekannt,11025,52.3
1,Familie,5891,27.9
2,Einreise Ausland,315,1.5
3,Arbeitsplatz,1902,9.0
4,Schule,147,0.7
5,Bekannte/Nachbarn,969,4.6
6,Club/Bar,30,0.1
7,Veranstaltung privat,509,2.4
8,Heime,245,1.2
9,Restaurant/Lokal,15,0.1
10,Veranstaltung öffentlich,10,0.0
11,Arzt/Spital,19,0.1
12,Geschäfte und Läden,6,0.0
13,Militär/WK/Zivildienst,4,0.0
