,Stand: 31.01.2022,total,in Prozent
0,Unbekannt,60368,48.7
1,Familie,36560,29.5
2,Einreise Ausland,2372,1.9
3,Arbeitsplatz,5189,4.2
4,Schule,6989,5.6
5,Bekannte/Nachbarn,7328,5.9
6,Club/Bar,613,0.5
7,Veranstaltung privat,777,0.6
8,Heime,1490,1.2
9,Restaurant/Lokal,289,0.2
10,Veranstaltung öffentlich,207,0.2
11,Arzt/Spital,564,0.5
12,Geschäfte und Läden,1079,0.9
13,Militär/WK/Zivildienst,108,0.1
