,Stand: 13.09.2021,total,in Prozent
0,Unbekannt,24350,47.1
1,Familie,15868,30.7
2,Einreise Ausland,1719,3.3
3,Arbeitsplatz,4069,7.9
4,Schule,1510,2.9
5,Bekannte/Nachbarn,2271,4.4
6,Club/Bar,94,0.2
7,Veranstaltung privat,648,1.3
8,Heime,851,1.6
9,Restaurant/Lokal,39,0.1
10,Veranstaltung öffentlich,64,0.1
11,Arzt/Spital,89,0.2
12,Geschäfte und Läden,62,0.1
13,Militär/WK/Zivildienst,21,0.0
