,Stand: 20.07.2021,total,in Prozent
0,Unbekannt,21505,49.0
1,Familie,13676,31.1
2,Einreise Ausland,490,1.1
3,Arbeitsplatz,3726,8.5
4,Schule,798,1.8
5,Bekannte/Nachbarn,2050,4.7
6,Club/Bar,34,0.1
7,Veranstaltung privat,623,1.4
8,Heime,836,1.9
9,Restaurant/Lokal,24,0.1
10,Veranstaltung öffentlich,32,0.1
11,Arzt/Spital,74,0.2
12,Geschäfte und Läden,36,0.1
13,Militär/WK/Zivildienst,11,0.0
