,Stand: 21.12.2021,total,in Prozent
0,Unbekannt,31432,45.3
1,Familie,21885,31.6
2,Einreise Ausland,1975,2.8
3,Arbeitsplatz,4973,7.2
4,Schule,3440,5.0
5,Bekannte/Nachbarn,3048,4.4
6,Club/Bar,173,0.2
7,Veranstaltung privat,705,1.0
8,Heime,1111,1.6
9,Restaurant/Lokal,76,0.1
10,Veranstaltung öffentlich,115,0.2
11,Arzt/Spital,181,0.3
12,Geschäfte und Läden,182,0.3
13,Militär/WK/Zivildienst,38,0.1
