,Stand: 27.09.2021,total,in Prozent
0,Unbekannt,25423,47.0
1,Familie,16572,30.7
2,Einreise Ausland,1793,3.3
3,Arbeitsplatz,4174,7.7
4,Schule,1821,3.4
5,Bekannte/Nachbarn,2339,4.3
6,Club/Bar,99,0.2
7,Veranstaltung privat,657,1.2
8,Heime,854,1.6
9,Restaurant/Lokal,43,0.1
10,Veranstaltung öffentlich,75,0.1
11,Arzt/Spital,102,0.2
12,Geschäfte und Läden,65,0.1
13,Militär/WK/Zivildienst,21,0.0
