,Stand: 03.11.2020,total,in Prozent
0,Unbekannt,3290,62.7
1,Familie,1032,19.7
2,Einreise Ausland,266,5.1
3,Arbeitsplatz,280,5.3
4,Schule,68,1.3
5,Bekannte/Nachbarn,102,1.9
6,Club/Bar,30,0.6
7,Veranstaltung privat,99,1.9
8,Heime,48,0.9
9,Restaurant/Lokal,13,0.2
10,Veranstaltung öffentlich,7,0.1
11,Arzt/Spital,4,0.1
12,Geschäfte und Läden,3,0.1
13,Militär/WK/Zivildienst,2,0.0
