,Stand: 15.03.2021,total,in Prozent
0,Unbekannt,17006,50.5
1,Familie,9596,28.5
2,Einreise Ausland,388,1.2
3,Arbeitsplatz,3010,8.9
4,Schule,421,1.3
5,Bekannte/Nachbarn,1721,5.1
6,Club/Bar,31,0.1
7,Veranstaltung privat,600,1.8
8,Heime,787,2.3
9,Restaurant/Lokal,18,0.1
10,Veranstaltung öffentlich,16,0.0
11,Arzt/Spital,49,0.1
12,Geschäfte und Läden,14,0.0
13,Militär/WK/Zivildienst,4,0.0
