,Stand: 23.04.2021,total,in Prozent
0,Unbekannt,19570,49.4
1,Familie,11985,30.2
2,Einreise Ausland,425,1.1
3,Arbeitsplatz,3468,8.8
4,Schule,657,1.7
5,Bekannte/Nachbarn,1927,4.9
6,Club/Bar,31,0.1
7,Veranstaltung privat,613,1.5
8,Heime,816,2.1
9,Restaurant/Lokal,23,0.1
10,Veranstaltung öffentlich,18,0.0
11,Arzt/Spital,64,0.2
12,Geschäfte und Läden,28,0.1
13,Militär/WK/Zivildienst,8,0.0
