,Stand: 19.03.2021,total,in Prozent
0,Unbekannt,17307,50.4
1,Familie,9863,28.7
2,Einreise Ausland,390,1.1
3,Arbeitsplatz,3052,8.9
4,Schule,463,1.3
5,Bekannte/Nachbarn,1739,5.1
6,Club/Bar,31,0.1
7,Veranstaltung privat,600,1.7
8,Heime,789,2.3
9,Restaurant/Lokal,19,0.1
10,Veranstaltung öffentlich,16,0.0
11,Arzt/Spital,50,0.1
12,Geschäfte und Läden,15,0.0
13,Militär/WK/Zivildienst,4,0.0
