,Stand: 08.04.2021,total,in Prozent
0,Unbekannt,18491,49.7
1,Familie,11017,29.6
2,Einreise Ausland,411,1.1
3,Arbeitsplatz,3275,8.8
4,Schule,630,1.7
5,Bekannte/Nachbarn,1831,4.9
6,Club/Bar,31,0.1
7,Veranstaltung privat,608,1.6
8,Heime,790,2.1
9,Restaurant/Lokal,20,0.1
10,Veranstaltung öffentlich,16,0.0
11,Arzt/Spital,59,0.2
12,Geschäfte und Läden,22,0.1
13,Militär/WK/Zivildienst,6,0.0
