,Stand: 29.04.2021,total,in Prozent
0,Unbekannt,19984,49.3
1,Familie,12328,30.4
2,Einreise Ausland,426,1.1
3,Arbeitsplatz,3543,8.7
4,Schule,659,1.6
5,Bekannte/Nachbarn,1958,4.8
6,Club/Bar,31,0.1
7,Veranstaltung privat,614,1.5
8,Heime,825,2.0
9,Restaurant/Lokal,23,0.1
10,Veranstaltung öffentlich,18,0.0
11,Arzt/Spital,65,0.2
12,Geschäfte und Läden,28,0.1
13,Militär/WK/Zivildienst,8,0.0
