,Stand: 16.08.2021,total,in Prozent
0,Unbekannt,22355,48.3
1,Familie,14212,30.7
2,Einreise Ausland,1223,2.6
3,Arbeitsplatz,3803,8.2
4,Schule,836,1.8
5,Bekannte/Nachbarn,2091,4.5
6,Club/Bar,71,0.2
7,Veranstaltung privat,630,1.4
8,Heime,843,1.8
9,Restaurant/Lokal,29,0.1
10,Veranstaltung öffentlich,53,0.1
11,Arzt/Spital,79,0.2
12,Geschäfte und Läden,52,0.1
13,Militär/WK/Zivildienst,16,0.0
