,Stand: 06.11.2020,total,in Prozent
0,Unbekannt,3893,59.0
1,Familie,1453,22.0
2,Einreise Ausland,275,4.2
3,Arbeitsplatz,355,5.4
4,Schule,87,1.3
5,Bekannte/Nachbarn,189,2.9
6,Club/Bar,30,0.5
7,Veranstaltung privat,178,2.7
8,Heime,105,1.6
9,Restaurant/Lokal,13,0.2
10,Veranstaltung öffentlich,9,0.1
11,Arzt/Spital,4,0.1
12,Geschäfte und Läden,3,0.0
13,Militär/WK/Zivildienst,2,0.0
