,Stand: 17.10.2020,total,in Prozent
0,Unbekannt,1023,50.2
1,Familie,435,21.4
2,Einreise Ausland,226,11.1
3,Arbeitsplatz,139,6.8
4,Schule,38,1.9
5,Bekannte/Nachbarn,62,3.0
6,Club/Bar,28,1.4
7,Veranstaltung privat,50,2.5
8,Heime,18,0.9
9,Restaurant/Lokal,10,0.5
10,Veranstaltung öffentlich,2,0.1
11,Arzt/Spital,2,0.1
12,Geschäfte und Läden,2,0.1
13,Militär/WK/Zivildienst,1,0.0
