,Stand: 03.12.2021,total,in Prozent
0,Unbekannt,29503,45.9
1,Familie,20016,31.1
2,Einreise Ausland,1956,3.0
3,Arbeitsplatz,4756,7.4
4,Schule,2920,4.5
5,Bekannte/Nachbarn,2773,4.3
6,Club/Bar,155,0.2
7,Veranstaltung privat,698,1.1
8,Heime,1023,1.6
9,Restaurant/Lokal,62,0.1
10,Veranstaltung öffentlich,109,0.2
11,Arzt/Spital,145,0.2
12,Geschäfte und Läden,133,0.2
13,Militär/WK/Zivildienst,32,0.0
