,Stand: 19.04.2021,total,in Prozent
0,Unbekannt,19235,49.5
1,Familie,11710,30.1
2,Einreise Ausland,420,1.1
3,Arbeitsplatz,3412,8.8
4,Schule,654,1.7
5,Bekannte/Nachbarn,1889,4.9
6,Club/Bar,31,0.1
7,Veranstaltung privat,613,1.6
8,Heime,792,2.0
9,Restaurant/Lokal,22,0.1
10,Veranstaltung öffentlich,16,0.0
11,Arzt/Spital,61,0.2
12,Geschäfte und Läden,28,0.1
13,Militär/WK/Zivildienst,7,0.0
