,Stand: 23.02.2022,total,in Prozent
0,Unbekannt,81728,50.0
1,Familie,47183,28.8
2,Einreise Ausland,2644,1.6
3,Arbeitsplatz,6034,3.7
4,Schule,8846,5.4
5,Bekannte/Nachbarn,10279,6.3
6,Club/Bar,897,0.5
7,Veranstaltung privat,819,0.5
8,Heime,1735,1.1
9,Restaurant/Lokal,489,0.3
10,Veranstaltung öffentlich,245,0.1
11,Arzt/Spital,829,0.5
12,Geschäfte und Läden,1687,1.0
13,Militär/WK/Zivildienst,201,0.1
