,Stand: 04.11.2020,total,in Prozent
0,Unbekannt,3497,60.0
1,Familie,1254,21.5
2,Einreise Ausland,274,4.7
3,Arbeitsplatz,305,5.2
4,Schule,80,1.4
5,Bekannte/Nachbarn,137,2.3
6,Club/Bar,30,0.5
7,Veranstaltung privat,147,2.5
8,Heime,80,1.4
9,Restaurant/Lokal,13,0.2
10,Veranstaltung öffentlich,7,0.1
11,Arzt/Spital,4,0.1
12,Geschäfte und Läden,3,0.1
13,Militär/WK/Zivildienst,2,0.0
