,Stand: 01.01.2021,total,in Prozent
0,Unbekannt,12428,52.1
1,Familie,6742,28.2
2,Einreise Ausland,340,1.4
3,Arbeitsplatz,2145,9.0
4,Schule,149,0.6
5,Bekannte/Nachbarn,1145,4.8
6,Club/Bar,30,0.1
7,Veranstaltung privat,558,2.3
8,Heime,268,1.1
9,Restaurant/Lokal,15,0.1
10,Veranstaltung öffentlich,11,0.0
11,Arzt/Spital,25,0.1
12,Geschäfte und Läden,6,0.0
13,Militär/WK/Zivildienst,4,0.0
