,Stand: 28.01.2022,total,in Prozent
0,Unbekannt,56266,48.1
1,Familie,35010,29.9
2,Einreise Ausland,2351,2.0
3,Arbeitsplatz,5181,4.4
4,Schule,6423,5.5
5,Bekannte/Nachbarn,6956,5.9
6,Club/Bar,589,0.5
7,Veranstaltung privat,773,0.7
8,Heime,1444,1.2
9,Restaurant/Lokal,271,0.2
10,Veranstaltung öffentlich,198,0.2
11,Arzt/Spital,513,0.4
12,Geschäfte und Läden,999,0.9
13,Militär/WK/Zivildienst,92,0.1
